Year,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Start,1996-01-02,1997-01-02,1998-01-02,1999-01-04,2000-01-03,2001-01-02,2002-01-02,2003-01-02,2004-01-02,2005-01-03,2006-01-03,2007-01-03,2008-01-02,2009-01-02,2010-01-05,2011-01-04,2012-01-03,2013-01-02,2014-01-07,2015-01-06,2016-01-05,2017-01-03,2018-01-02,2019-01-02,2020-01-07,2021-01-05,2022-01-04,2023-01-03,2024-01-02,2025-01-07
